datasheet_id|line|name|M|T|Sv|inv_sv|inv_sv_descr|W|Ld|OC|base_size|base_size_descr|
000002500|1|Infernal Master|6"|4|3+|5||4|6+|1|40mm||
000002501|1|Thousand Sons Predator Annihilator|10"|10|3+|-||11|6+|4|Use model||
000002507|1|NOVITIATE SUPERIOR|6"|3|3+|6||1|7+|2|32mm||
000002507|2|SISTER NOVITIATE|6"|3|4+|6||1|8+|2|28mm||
000002509|1|Voidsmen-at-arms|6"|3|4+|-||1|7+|2|25mm||
000002518|1|Blade Champion|6"|6|2+|4||6|6+|2|40mm||
000002519|1|Valerian|6"|6|2+|4||6|6+|2|40mm||
000002520|1|Knight-centura|6"|3|3+|5||4|6+|1|32mm||
000002521|1|Prosecutors|6"|3|3+|-||1|6+|2|32mm||
000002522|1|Vigilators|6"|3|3+|-||1|6+|1|32mm||
000002523|1|Witchseekers|6"|3|3+|-||1|6+|1|32mm||
000002524|1|Anathema Psykana Rhino|12"|9|3+|-||10|6+|2|Use model||
000002525|1|Reductus Saboteur|6"|3|5+|5||3|7+|1|32mm||
000002528|1|Winged Hive Tyrant|12"|9|2+|4||10|7+|3|60mm||
000002529|1|Parasite Of Mortrex|12"|5|4+|-||5|8+|1|40mm||
000002530|1|Lieutenant In Phobos Armour|6"|4|3+|-||4|6+|1|40mm||
000002531|1|Corsair Voidreavers|7"|3|4+|-||1|6+|2|28mm||
000002532|1|Corsair Voidscarred|7"|3|4+|-||1|6+|1|28mm||
000002533|1|Shroud Runners|14"|4|4+|5|*  Models in this unit have a 5+ invulnerable save against ranged attacks.|3|6+|2|60mm flying base||
000002534|1|Troupe Master|8"|3|6+|4||4|6+|1|25mm||
000002535|1|Shadowseer|8"|3|6+|4||4|6+|1|25mm||
000002536|1|Troupe|8"|3|6+|4||1|6+|1|25mm||
000002537|1|Death Jester|8"|3|6+|4||4|6+|1|25mm||
000002538|1|Solitaire|12"|3|6+|3||3|6+|1|25mm||
000002539|1|Skyweavers|14"|4|4+|4||3|6+|2|60mm flying base||
000002540|1|Voidweaver|14"|6|4+|4||6|6+|2|65mm||
000002541|1|Starweaver|14"|6|4+|4||6|6+|1|65mm||
000002542|1|Yvraine|8"|3|6+|4||4|6+|1|75 x 42mm||
000002543|1|The Visarch|8"|3|2+|4||5|6+|1|32mm||
000002544|1|The Yncarne|10"|10|2+|4||12|6+|3|80mm||
000002562|1|War Dog Executioner|12"|10|3+|5|* This model has a 5+ invulnerable save against ranged attacks.|12|7+|8|100mm||
000002563|1|War Dog Stalker|12"|10|3+|5|* This model has a 5+ invulnerable save against ranged attacks.|12|7+|8|100mm||
000002564|1|War Dog Karnivore|14"|10|3+|5|* This model has a 5+ invulnerable save against ranged attacks.|12|7+|8|100mm||
000002565|1|War Dog Brigand|12"|10|3+|5|* This model has a 5+ invulnerable save against ranged attacks.|12|7+|8|100mm||
000002566|1|War Dog Huntsman|12"|10|3+|5|* This model has a 5+ invulnerable save against ranged attacks.|12|7+|8|100mm||
000002567|1|Knight Abominant|10"|12|3+|5|* This model has a 5+ invulnerable save against ranged attacks.|22|6+|10|170 x 109mm||
000002568|1|Impulsor|12"|9|3+|-||11|6+|2|100mm||
000002569|1|CULT DEMAGOGUE|6"|3|6+|-||4|6+|1|32mm||
000002569|2|OTHER MODELS|6"|3|6+|-||1|7+|1|28mm||
000002570|1|Legionaries|6"|4|3+|-||2|6+|2|32mm||
000002571|1|MUTANT|6"|4|6+|-||1|7+|1|25mm||
000002571|2|TORMENT|6"|4|6+|-||3|7+|1|40mm||
000002572|1|Chaos Predator Annihilator|10"|10|3+|-||11|6+|3|Use model||
000002582|1|Bloodthirster|12"|11|4+|4||18|6+|5|120 x 92mm||
000002583|1|Blue Horrors|6"|3|8+|4||1|8+|1|25mm||
000002584|1|PINK HORROR|6"|3|7+|4||1|7+|2|32mm||
000002584|2|BLUE HORROR/BRIMSTONE HORROR|6"|3|7+|4||1|8+|1|25mm||
000002587|1|Imperial Navy Breachers|6"|3|4+|-||1|7+|2|25mm|Navis Armsman 28mm if armed with endurant shield, las-volley, meltagun or plasmagun|
000002588|1|FARSTALKERS & KILL-BROKER|7"|3|6+|-||1|7+|1|28mm|Kill-broker 32mm|
000002588|2|KROOT HOUNDS|12"|3|6+|-||1|7+|0|28mm||
000002589|1|TRAITOR ENFORCER|6"|3|5+|5|* Traitor Enforcer model only.|3|6+|1|32mm||
000002589|2|TRAITOR OGRYN|6"|6|5+|-||4|7+|1|40mm||
000002590|1|Traitor Guardsmen Squad|6"|3|5+|-||1|7+|2|25mm||
000002591|1|Mutoid Vermin|8"|2|7+|-||1|8+|0|25mm||
000002592|1|NIGHTMARE HULK|5"|5|6+|-||4|7+|1|40mm||
000002592|2|GELLERPOX MUTANTS|5"|5|6+|-||1|7+|1|25mm||
000002593|1|Ûthar The Destined|5"|5|3+|4||5|7+|1|40mm||
000002594|1|Kâhl|5"|5|3+|4||4|7+|1|40mm||
000002595|1|Einhyr Champion|5"|6|2+|-||5|7+|1|40mm||
000002596|1|GRIMNYR|5"|5|4+|4||4|6+|1|40mm||
000002596|2|CORV|5"|5|4+|4||1|6+|1|25mm||
000002597|1|BRÔKHYR IRON-MASTER|5"|5|4+|-||4|7+|1|32mm||
000002597|2|IRONKIN ASSISTANT|5"|5|4+|-||2|7+|1|28mm||
000002597|3|E-COG|5"|5|4+|-||1|7+|1|25mm||
000002598|1|Hearthkyn Warriors|5"|5|4+|-||1|7+|2|28mm||
000002599|1|Einhyr Hearthguard|5"|6|2+|-||2|7+|1|32mm||
000002600|1|Cthonian Beserks|5"|5|6+|-||2|7+|1|28mm|50mm with mole grenade launcher|
000002601|1|Hernkyn Pioneers|12"|6|4+|-||3|7+|2|90 x 52mm||
000002602|1|Sagitaur|12"|10|3+|-||9|7+|3|Use model||
000002603|1|Brôkhyr Thunderkyn|5"|6|3+|-||3|7+|1|40mm||
000002604|1|Hekaton Land Fortress|10"|12|2+|-||16|7+|5|Use model||
000002605|1|Lord Solar Leontus|12"|4|3+|4||8|6+|2|80mm||
000002606|1|Ursula Creed|6"|3|4+|5||4|7+|1|32mm||
000002607|1|Cadian Castellan|6"|3|5+|5||4|7+|1|28mm||
000002608|1|PLATOON COMMANDER |6"|3|5+|-||3|7+|1|25mm||
000002608|2|VETERAN HEAVY WEAPONS TEAM|6"|3|5+|-||2|7+|2|50mm||
000002608|3|VETERAN GUARDSMAN|6"|3|5+|-||1|7+|1|25mm||
000002609|1|CADIAN COMMANDER|6"|3|5+|-||3|7+|1|28mm||
000002609|2|VETERAN GUARDSMAN|6"|3|5+|-||1|7+|1|28mm||
000002610|1|Regimental Attachés|6"|3|5+|-||1|7+|1|||
000002612|1|Cadian Shock Troops|6"|3|5+|-||1|7+|2|25mm||
000002613|1|Death Korps Of Krieg|6"|3|5+|-||1|7+|2|25mm||
000002614|1|Catachan Jungle Fighters|6"|3|5+|-||1|7+|2|25mm||
000002615|1|Kasrkin|6"|3|4+|-||1|7+|1|28mm||
000002616|1|Attilan Rough Riders|12"|4|4+|-||2|7+|1|60 x 35mm||
000002617|1|Rogal Dorn Battle Tank|10"|12|2+|-||18|7+|5|Use model||
000002618|1|Field Ordnance Battery|4"|5|4+|-||6|7+|2|100mm||
000002619|1|Aegis Defence Line|-|12|2+|-||10|7+|0|Use model||
000002621|1|Angron|14"|11|2+|4||16|5+|6|100mm||
000002622|1|Khârn The Betrayer|6"|4|3+|4||5|6+|1|40mm||
000002623|1|Lord Invocatus|12"|6|2+|4||8|6+|2|90 x 52mm||
000002624|1|World Eaters Daemon Prince|8"|10|2+|4||10|6+|3|60mm||
000002625|1|World Eaters Lord On Juggernaut|10"|6|2+|4||7|6+|2|90 x 52mm||
000002626|1|World Eaters Master Of Executions|6"|4|3+|-||4|6+|1|40mm||
000002627|1|Khorne Berzerkers|6"|4|3+|-||2|6+|2|32mm||
000002628|1|Jakhals|6"|3|6+|-||1|7+|1|28mm|Dishonoured model 40mm|
000002629|1|World Eaters Terminator Squad|5"|5|2+|4||3|6+|1|40mm||
000002630|1|Eightbound|9"|6|3+|5||3|6+|1|40mm||
000002631|1|Exalted Eightbound|9"|6|3+|5||3|6+|1|40mm||
000002632|1|World Eaters Helbrute|6"|9|2+|-||8|6+|3|60mm||
000002633|1|World Eaters Chaos Spawn|8"|5|4+|-||4|7+|1|50mm||
000002634|1|World Eaters Land Raider|10"|12|2+|-||16|6+|5|Use model||
000002635|1|World Eaters Defiler|8"|10|3+|5||14|6+|5|Use model||
000002636|1|World Eaters Predator Destructor|10"|10|3+|-||11|6+|3|Use model||
000002637|1|World Eaters Predator Annihilator|10"|10|3+|-||11|6+|3|Use model||
000002638|1|World Eaters Forgefiend|8"|10|3+|5||12|6+|3|120 x 92mm||
000002639|1|World Eaters Maulerfiend|10"|10|3+|5||12|6+|3|120 x 92mm||
000002640|1|World Eaters Rhino|12"|9|3+|-||10|6+|2|Use model||
000002641|1|World Eaters Heldrake|20+"|9|3+|5||12|6+|0|120 x 92mm flying base||
000002642|1|Khorne Lord Of Skulls|8"|13|3+|5||24|6+|8|Use model||
000002677|1|Ancient In Terminator Armour|5"|5|2+|4||5|6+|1|40mm||
000002678|1|Chaplain Cassius|6"|4|3+|4||4|5+|1|32mm||
000002679|1|Vashtorr The Arkifane|12"|10|2+|4||14|6+|3|80mm||
000002682|1|Lion El’jonson|8"|9|2+|3||10|5+|4|60mm||
000002683|1|Vigilant Squad|6"|3|4+|-||1|7+|2|28mm|Cyber-mastiff 25mm|
000002684|1|Subductor Squad|6"|3|3+|4|*Excluding the Cyber-mastiff.|1|7+|1|28mm|Cyber-mastiff 25mm|
000002685|1|Exaction Squad|6"|3|4+|-||1|7+|1|28mm|Cyber-mastiff 25mm|
000002686|1|Barbgaunts|6"|4|4+|-||2|8+|1|40mm||
000002687|1|Neurogaunts|6"|3|6+|-||1|8+|1|25mm|Nodebeast 28mm|
000002688|1|Neurotyrant|6"|8|4+|4||9|7+|3|50mm||
000002689|1|Psychophage|8"|9|3+|-||10|8+|3|120 x 92mm||
000002690|1|Screamer-killer|8"|9|2+|-||10|8+|3|90mm||
000002691|1|Tyranid Warriors With Melee Bio-weapons|6"|5|4+|-||3|7+|2|50mm||
000002692|1|Tyranid Warriors With Ranged Bio-weapons|6"|5|4+|-||3|7+|2|50mm||
000002693|1|Von Ryan’s Leapers|10"|5|4+|6||3|8+|1|40mm||
000002694|1|Winged Tyranid Prime|12"|5|4+|-||6|7+|1|50mm||
000002700|1|Astraeus|10"|12|2+|5|*This model has a 5+ invulnerable save against ranged attacks.|24|6+|8|160mm||
000002701|1|Captain In Phobos Armour|6"|4|3+|4||5|6+|1|40mm||
000002702|1|Captain On Bike|12"|5|3+|4||6|6+|2|75 x 25mm||
000002703|1|Centurion Assault Squad|4"|7|2+|-||4|6+|2|50mm||
000002704|1|Fellblade|9"|13|2+|-||24|6+|8|Use model||
000002705|1|Gladiator Lancer|10"|10|3+|-||12|6+|3|100mm||
000002706|1|Ironclad Dreadnought|6"|10|2+|-||8|6+|3|60mm||
000002707|1|Judiciar|6"|4|3+|4|* This model has a 4+ invulnerable save against melee attacks.|4|5+|1|40mm||
000002708|1|Kayvaan Shrike|12"|4|3+|4||5|6+|1|40mm||
000002709|1|Kor’sarro Khan|6"|4|3+|4||5|6+|1|40mm||
000002710|1|Land Raider Helios|10"|12|2+|-||16|6+|5|Use model||
000002711|1|Land Speeder|14"|7|3+|-||6|6+|2|60mm flying base||
000002712|1|OUTRIDER|12"|5|3+|-||4|6+|2|90 x 52mm||
000002712|2|INVADER ATV|12"|5|3+|-||8|6+|2|Use model||
000002713|1|Pedro Kantor|6"|4|2+|4||5|6+|1|25mm||
000002714|1|Predator Annihilator|10"|10|3+|-||11|6+|3|Use model||
000002715|1|Predator Destructor|10"|10|3+|-||11|6+|3|Use model||
000002717|1|Redemptor Dreadnought|8"|10|2+|-||12|6+|4|90mm||
000002718|1|Reiver Squad|6"|4|3+|-||2|6+|1|32mm||
000002719|1|Relic Contemptor Dreadnought|6"|9|2+|5||10|6+|3|60mm||
000002720|1|Relic Razorback|12"|9|3+|-||10|6+|2|Use model||
000002721|1|Repulsor|10"|12|3+|-||16|6+|5|100mm||
000002722|1|Repulsor Executioner|10"|12|3+|-||16|6+|5|100mm||
000002723|1|Rhino|12"|9|3+|-||10|6+|2|Use model||
000002724|1|Thunderhawk Transporter|20+"|12|2+|-||30|6+|0|120 x 92mm||
000002725|1|Tyrannic War Veterans|6"|4|3+|-||2|6+|1|25mm||
000002726|1|Vulkan He’stan|6"|4|2+|4||5|6+|1|25mm||
000002727|1|Whirlwind|10"|10|3+|-||11|6+|3|Use model||
000002728|1|Whirlwind Scorpius|10"|10|3+|-||11|6+|3|Use model||
000002729|1|Xiphon Interceptor|20+"|9|3+|-||12|6+|0|120 x 92mm flying base||
000002730|1|Heretic Astartes Daemon Prince With Wings|12"|9|2+|4||10|6+|3|60mm||
000002731|1|Renegade Enforcer|6"|3|5+|5||3|6+|1|25mm||
000002732|1|Renegade Heavy Weapons Squad|6"|3|5+|-||2|7+|2|40mm||
000002733|1|OGRYN PACK MASTER|6"|6|5+|-||4|7+|1|40mm||
000002733|2|CHAOS MAULER HOUND|6"|4|6+|-||1|7+|1|60 x 35mm||
000002734|1|Renegade Ogryn Brutes|6"|6|5+|-||3|7+|1|40mm||
000002735|1|Renegade Plague Ogryns|5"|7|5+|-||3|7+|1|40mm||
000002736|1|Deffkoptas With Big Shootas|12"|6|4+|6||4|7+|2|75 x 42mm||
000002737|1|Death Company Marines With Jump Packs|12"|4|3+|-||2|6+|1|32mm||
000002738|1|Sanguinary Priest With Jump Pack|12"|4|3+|-||4|6+|1|32mm||
000002739|1|Earthshaker Platform|-|8|3+|-||8|7+|2|Use model||
000002740|1|Elysian Drop Sentinel|10"|6|3+|-||6|7+|2|60mm||
000002741|1|Leman Russ Eradicator|10"|11|2+|-||13|7+|3|Use model||
000002742|1|Leman Russ Executioner|10"|11|2+|-||13|7+|3|Use model||
000002743|1|Leman Russ Exterminator|10"|11|2+|-||13|7+|3|Use model||
000002744|1|Leman Russ Punisher|10"|11|2+|-||13|7+|3|Use model||
000002745|1|Leman Russ Vanquisher|10"|11|2+|-||13|7+|3|Use model||
000002746|1|Tempestus Scions|6"|3|4+|-||1|7+|1|25mm||
000002747|1|Thunderbolt Heavy Fighter|20+"|10|3+|-||15|7+|0|120 x 92mm flying base||
000002748|1|Ravenwing Command Squad|12"|5|3+|5||4|6+|2|75 x 42mm||
000002749|1|Death Guard Daemon Prince With Wings|11"|10|2+|4||10|6+|3|60mm||
000002750|1|Death Guard Icon Bearer|5"|5|3+|-||4|5+|1|32mm||
000002751|1|Norn Emissary|10"|11|2+|4||16|7+|5|100mm||
000002752|1|Norn Assimilator|10"|11|2+|-||16|7+|5|100mm||
000002753|1|Neurolictor|8"|5|4+|4||7|7+|1|50mm||
000002754|1|Ahriman On Disc Of Tzeentch|10"|4|3+|4||6|6+|1|40mm||
000002755|1|Exalted Sorcerer On Disc Of Tzeentch|12"|4|3+|4||6|6+|1|40mm||
000002756|1|Thousand Sons Daemon Prince With Wings|11"|9|2+|4||10|6+|3|60mm||
000002757|1|World Eaters Daemon Prince With Wings|12"|9|2+|4||10|6+|3|60mm||
000002758|1|Daemon Prince Of Chaos With Wings|12"|9|2+|4||10|6+|3|60mm||
000002759|1|Autarch Wayleaper|14"|3|3+|4||4|6+|1|32mm||
000002760|1|Inquisitor In Terminator Armour|5"|4|2+|4||5|6+|1|25mm||
000002761|1|Damned Legionnaires|6"|4|3+|4||2|6+|1|25mm||
000002762|1|ROGUE TRADER|6"|3|4+|4||4|6+|1|25mm||
000002762|2|OTHER MODELS|6"|3|4+|4||2|7+|1|25mm||
000002763|1|Janus Draik|6"|3|4+|4||4|6+|1|32mm||
000002764|1|Neyam Shai Murad|6"|3|4+|4||4|6+|1|32mm flying base||
000002765|1|Navigator|6"|3|5+|4||3|7+|1|32mm||
000002766|1|Ur-025|5"|5|3+|-||4|7+|1|32mm||
000002767|1|Inquisitorial Agents|6"|3|5+|-||1|7+|1|25mm|Gun servitors 32mm|
000002768|1|Grey Knights Relic Razorback|12"|9|3+|-||10|6+|2|Use model||
000002769|1|Armiger Moirax|12"|10|3+|5|* Against ranged attacks only|12|7+|8|100mm||
000002770|1|Sir Hekhtur|6"|3|4+|-||3|5+|1|25mm||
000002771|1|EPHRAEL STERN|8"|3|3+|4||5|7+|1|32mm||
000002771|2|KYGANIL OF THE BLOODY TEARS|8"|3|6+|4||3|7+|1|32mm||
000002772|1|Company Heroes|6"|4|3+|-||4|6+|1|40mm||
000002773|1|Apothecary|6"|4|3+|-||4|6+|1|40mm||
000002775|1|Ancient|6"|4|3+|-||4|6+|1|40mm||
000002776|1|Assault Intercessors With Jump Packs|12"|4|3+|-||2|6+|1|32mm||
000002779|1|Spectrus Kill Team|6"|4|3+|-||2|6+|1|32mm|Kill Team Infiltrators with bolt sniper rifles 40mm|
000002780|1|Fortis Kill Team|6"|4|3+|-||2|6+|2|32mm||
000002781|1|Indomitor Kill Team|5"|6|3+|-||3|6+|1|40mm||
000002783|1|Deathwatch Veterans|6"|4|3+|-||2|6+|2|32mm||
000002786|1|Black Templars Impulsor|12"|9|3+|-||11|6+|2|100mm||
000002787|1|Black Templars Gladiator Lancer|10"|10|3+|-||12|6+|3|100mm||
000002788|1|Black Templars Gladiator Valiant|10"|10|3+|-||12|6+|3|100mm||
000002789|1|Black Templars Gladiator Reaper|10"|10|3+|-||12|6+|3|100mm||
000002790|1|Black Templars Repulsor Executioner|10"|12|3+|-||16|6+|5|100mm||
000002791|1|Black Templars Repulsor|10"|12|3+|-||16|6+|5|100mm||
000002792|1|GRIMALDUS|6"|4|3+|4||4|5+|1|40mm||
000002792|2|CENOBYTE SERVITOR|6"|4|3+|4||1|8+|1|28mm||
000002793|1|Castellan|6"|4|3+|-||4|6+|1|40mm||
000002794|1|High Marshal Helbrecht|6"|4|2+|4||5|5+|2|60mm||
000002795|1|The Emperor’s Champion|6"|4|2+|4||5|6+|1|40mm||
000002796|1|Marshal|6"|4|3+|4||5|6+|1|40mm||
000002797|1|PRIMARIS NEOPHYTE|6"|4|4+|-||2|6+|2|28mm||
000002797|2|OTHER MODELS|6"|4|3+|-||2|6+|2|32mm|32 mm Primaris Initiates, 40mm Primaris Sword Brother|
000002798|1|Primaris Sword Brethren|6"|4|3+|-||3|6+|1|40mm||
000002799|1|NEOPHYTES|6"|4|4+|-||2|6+|2|25mm||
000002799|2|OTHER MODELS|6"|4|3+|-||2|6+|2|32mm||
000002801|1|Space Wolves Venerable Dreadnought|6"|9|2+|-||8|6+|3|60mm||
000002802|1|Wolf Guard Pack Leader With Jump Pack|12"|4|3+|-||2|6+|1|32mm||
000002803|1|Wolf Guard Pack Leader In Terminator Armour|5"|5|2+|4||3|6+|1|40mm||
000002804|1|Wolf Guard Pack Leader|6"|4|3+|-||2|6+|1|32mm||
000002805|1|Cyberwolf|10"|4|6+|6||2|7+|0|40mm||
000002806|1|Hounds Of Morkai|6"|4|3+|6|*  This invulnerable save is improved to 4+ against Psychic Attacks.|2|6+|1|32mm||
000002807|1|Castellum Stronghold|-|13|2+|-||50|6+|0|Use model||
000002808|1|Wall Of Martyrs Bunker|-|13|2+|-||10|7+|0|Use model||
000002809|1|Wall Of Martyrs Defence Line|-|12|2+|-||10|7+|0|Use model||
000002810|1|Wall Of Martyrs Defence Emplacement|-|12|2+|-||10|7+|0|Use model||
000002811|1|Aegis Defence Line With Weapon Emplacement|-|12|2+|-||10|7+|0|Use model||
000003582|1|Khorne Berzerkers|6"|4|3+|-||2|6+|2|32mm||
000003583|1|Rubric Marines|5"|4|3+|5||2|6+|2|32mm||
000003584|1|Plague Marines|5"|5|3+|-||2|6+|2|32mm||
000003585|1|Chaos Thunderhawk|20+"|12|2+|-||30|6+|0|120 x 92mm flying base||
000003586|1|Greater Blight Drone|10"|9|3+|5||10|6+|3|60mm||
000003587|1|Blood Slaughterer|12"|9|3+|5||10|6+|3|Use model||
000003588|1|Chaos Thunderhawk|20+"|12|2+|-||30|6+|0|120 x 92mm flying base||
000003589|1|Greater Brass Scorpion|12"|12|3+|5||26|6+|10|Use model||
000003590|1|Kytan Ravager|10"|12|3+|5||24|6+|10|170 x 109mm||
000003591|1|Chaos Thunderhawk|20+"|12|2+|-||30|6+|0|120 x 92mm flying base||
000003592|1|Chaos Lord On Palanquin Of Nurgle|5"|5|3+|4||8|6+|2|60mm||
000003593|1|NIGHTMARE HULK|5"|5|6+|-||4|7+|1|40mm||
000003593|2|GELLERPOX MUTANTS|5"|5|6+|-||1|7+|1|25mm||
000003594|1|Hell Blade|20+"|8|3+|5||10|6+|0|120 x 92mm flying base||
000003595|1|Hell Talon|20+"|9|3+|5||14|6+|0|120 x 92mm flying base||
000003596|1|Mutoid Vermin|8"|2|7+|-||1|8+|0|25mm||
000003597|1|Chaos Lord On Disc Of Tzeentch|12"|4|3+|4||6|6+|1|40mm||
000003598|1|Hell Blade|20+"|8|3+|5||10|6+|0|120 x 92mm flying base||
000003599|1|Hell Talon|20+"|9|3+|5||14|6+|0|120 x 92mm flying base||
000003600|1|Sorcerer On Palanquin Of Nurgle|5"|5|3+|-||7|6+|2|60mm||
000003601|1|Hell Blade|20+"|8|3+|5||10|6+|0|120 x 92mm flying base||
000003602|1|Hell Talon|20+"|9|3+|5||14|6+|0|120 x 92mm flying base||
000003603|1|Terrax-pattern Termite|8"|10|3+|-||14|6+|2|Use model||
000003604|1|Terrax-pattern Termite|8"|10|3+|-||14|6+|2|Use model||
000003605|1|Terrax-pattern Termite|8"|10|3+|-||14|6+|2|Use model||
000003606|1|Terrax-pattern Termite|8"|10|3+|-||14|6+|2|Use model||
000003607|1|Land Raider Achilles|10"|12|2+|4||16|6+|5|Use model||
000003608|1|Land Raider Achilles|10"|12|2+|4||16|6+|5|Use model||
000003609|1|Land Raider Achilles|10"|12|2+|4||16|6+|5|Use model||
000003610|1|Land Raider Achilles|10"|12|2+|4||16|6+|5|Use model||
000003611|1|Land Raider Proteus|12"|12|2+|-||16|6+|5|Use model||
000003612|1|Land Raider Proteus|12"|12|2+|-||16|6+|5|Use model||
000003613|1|Land Raider Proteus|12"|12|2+|-||16|6+|5|Use model||
000003614|1|Land Raider Proteus|12"|12|2+|-||16|6+|5|Use model||
000003615|1|Fire Raptor Gunship|20+"|10|3+|-||18|6+|0|120 x 92mm flying base||
000003616|1|Fire Raptor Gunship|20+"|10|3+|-||18|6+|0|120 x 92mm flying base||
000003617|1|Fire Raptor Gunship|20+"|10|3+|-||18|6+|0|120 x 92mm flying base||
000003618|1|Fire Raptor Gunship|20+"|10|3+|-||18|6+|0|120 x 92mm flying base||
000003619|1|Spartan|10"|12|2+|-||18|6+|6|Use model||
000003620|1|Spartan|10"|12|2+|-||18|6+|6|Use model||
000003621|1|Spartan|10"|12|2+|-||18|6+|6|Use model||
000003622|1|Spartan|10"|12|2+|-||18|6+|6|Use model||
000003623|1|Deredeo Dreadnought|6"|9|2+|5||12|6+|3|80mm||
000003624|1|Deredeo Dreadnought|6"|9|2+|5||12|6+|3|80mm||
000003625|1|Deredeo Dreadnought|6"|9|2+|5||12|6+|3|80mm||
000003626|1|Deredeo Dreadnought|6"|9|2+|5||12|6+|3|80mm||
000003627|1|Cerberus|10"|12|2+|-||18|6+|6|Use model||
000003628|1|Cerberus|10"|12|2+|-||18|6+|6|Use model||
000003629|1|Cerberus|10"|12|2+|-||18|6+|6|Use model||
000003630|1|Cerberus|10"|12|2+|-||18|6+|6|Use model||
000003631|1|Kratos|10"|12|2+|-||18|6+|6|Use model||
000003632|1|Kratos|10"|12|2+|-||18|6+|6|Use model||
000003633|1|Kratos|10"|12|2+|-||18|6+|6|Use model||
000003634|1|Kratos|10"|12|2+|-||18|6+|6|Use model||
000003635|1|Sokar-pattern Stormbird|20+"|13|2+|4|* Against ranged attacks only|40|6+|0|Use model||
000003636|1|Sokar-pattern Stormbird|20+"|13|2+|4|* Against ranged attacks only|40|6+|0|Use model||
000003637|1|Sokar-pattern Stormbird|20+"|13|2+|4|* Against ranged attacks only|40|6+|0|Use model||
000003638|1|Sokar-pattern Stormbird|20+"|13|2+|4|* Against ranged attacks only|40|6+|0|Use model||
000003639|1|Sicaran Battle Tank|10"|11|2+|-||14|6+|4|Use model||
000003640|1|Sicaran Battle Tank|10"|11|2+|-||14|6+|4|Use model||
000003641|1|Sicaran Battle Tank|10"|11|2+|-||14|6+|4|Use model||
000003642|1|Sicaran Battle Tank|10"|11|2+|-||14|6+|4|Use model||
000003643|1|Mastodon|9"|14|2+|-||30|6+|12|Use model||
000003644|1|Mastodon|9"|14|2+|-||30|6+|12|Use model||
000003645|1|Mastodon|9"|14|2+|-||30|6+|12|Use model||
000003646|1|Mastodon|9"|14|2+|-||30|6+|12|Use model||
000003647|1|Leviathan Dreadnought|8"|10|2+|5||12|6+|4|80mm||
000003648|1|Leviathan Dreadnought|8"|10|2+|5||12|6+|4|80mm||
000003649|1|Leviathan Dreadnought|8"|10|2+|5||12|6+|4|80mm||
000003650|1|Leviathan Dreadnought|8"|10|2+|5||12|6+|4|80mm||
000003651|1|Fellblade|9"|13|2+|-||24|6+|8|Use model||
000003652|1|Fellblade|9"|13|2+|-||24|6+|8|Use model||
000003653|1|Fellblade|9"|13|2+|-||24|6+|8|Use model||
000003654|1|Fellblade|9"|13|2+|-||24|6+|8|Use model||
000003655|1|Relic Contemptor Dreadnought|6"|9|2+|5||10|6+|3|60mm||
000003656|1|Relic Contemptor Dreadnought|6"|9|2+|5||10|6+|3|60mm||
000003657|1|Relic Contemptor Dreadnought|6"|9|2+|5||10|6+|3|60mm||
000003658|1|Relic Contemptor Dreadnought|6"|9|2+|5||10|6+|3|60mm||
000003659|1|Whirlwind Scorpius|10"|10|3+|-||11|6+|3|Use model||
000003660|1|Whirlwind Scorpius|10"|10|3+|-||11|6+|3|Use model||
000003661|1|Whirlwind Scorpius|10"|10|3+|-||11|6+|3|Use model||
000003662|1|Whirlwind Scorpius|10"|10|3+|-||11|6+|3|Use model||
000003663|1|Xiphon Interceptor|20+"|9|3+|-||12|6+|0|120 x 92mm flying base||
000003664|1|Xiphon Interceptor|20+"|9|3+|-||12|6+|0|120 x 92mm flying base||
000003665|1|Xiphon Interceptor|20+"|9|3+|-||12|6+|0|120 x 92mm flying base||
000003666|1|Xiphon Interceptor|20+"|9|3+|-||12|6+|0|120 x 92mm flying base||
000003667|1|Rapier Carrier|3"|6|2+|-||6|6+|2|Use model||
000003668|1|Rapier Carrier|3"|6|2+|-||6|6+|2|Use model||
000003669|1|Rapier Carrier|3"|6|2+|-||6|6+|2|Use model||
000003670|1|Rapier Carrier|3"|6|2+|-||6|6+|2|Use model||
000003671|1|Storm Eagle Gunship|20+"|10|3+|-||18|6+|0|120 x 92mm flying base||
000003672|1|Storm Eagle Gunship|20+"|10|3+|-||18|6+|0|120 x 92mm flying base||
000003673|1|Storm Eagle Gunship|20+"|10|3+|-||18|6+|0|120 x 92mm flying base||
000003674|1|Storm Eagle Gunship|20+"|10|3+|-||18|6+|0|120 x 92mm flying base||
000003675|1|Sicaran Venator|10"|11|2+|-||14|6+|4|Use model||
000003676|1|Sicaran Venator|10"|11|2+|-||14|6+|4|Use model||
000003677|1|Sicaran Venator|10"|11|2+|-||14|6+|4|Use model||
000003678|1|Sicaran Venator|10"|11|2+|-||14|6+|4|Use model||
000003679|1|Typhon|10"|12|2+|-||18|6+|6|Use model||
000003680|1|Typhon|10"|12|2+|-||18|6+|6|Use model||
000003681|1|Typhon|10"|12|2+|-||18|6+|6|Use model||
000003682|1|Typhon|10"|12|2+|-||18|6+|6|Use model||
