datasheet_id|line|ability_id|model|name|description|type|parameter|
000003775|1|000008343||||Core||
000003775|2|||Subterranean Assault|Each time you set up this model on the battlefield using the <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Deep Strike</a> ability, you can select one friendly <span class="tooltip00298" data-tooltip-content="#tooltip_content00298" data-tooltip-anchor="#tooltip_content00298"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">INFANTRY</span></span> unit in <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>. If you do, set up that unit anywhere on the battlefield that is wholly within 9" of this model and more than 9" away from all enemy units.|Datasheet||
000003776|1|000008339||||Core|D6+2|
000003776|2|||Battlefield Control|Each time this model makes a ranged attack, if it is within range of an <a href="/wh40k10ed/the-rules/core-rules/#Objective-Markers">objective marker</a> you control, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1.|Datasheet||
000003776|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003777|1|000008339||||Core|D6+2|
000003777|2|||Tank Hunter|Each time this model makes a ranged attack with its Macharius twin vanquisher cannon that targets a <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000003777|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003778|1|000008339||||Core|D6+2|
000003778|2|||Armoured Aggressor|Each time this model makes a ranged attack, it does not suffer the penalty to the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> for being within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more enemy units.|Datasheet||
000003778|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003779|1|000008339||||Core|D6|
000003779|2|||Rugged Reliability|Each time a ranged attack targets this model, worsen the Armour Penetration characteristic of that attack by 1.|Datasheet||
000003779|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003780|1|000008339||||Core|D6|
000003780|2|||Battlefield Dominance|Ranged weapons equipped by this model have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Ignores-Cover">[IGNORES COVER]</a></span> ability while targeting an enemy unit within half range.|Datasheet||
000003780|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003781|1|000008339||||Core|D6|
000003781|2|||Armoured Defender|Each time you target this model with the <a href="/wh40k10ed/the-rules/test_/#Стратегема">Fire Overwatch</a> Stratagem, hits are scored on unmodified <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit rolls</a> of 5+ while resolving that Stratagem.|Datasheet||
000003781|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003782|1|000008339||||Core|D6|
000003782|2|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003782|3|||Explosive Death|When this model is destroyed, roll one D6: on a 3+, do not remove it from play – it can, after the attacking model’s unit has finished making its attacks, shoot with its inferno gun as if it were your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a> and as if it had its full wounds remaining. This model is then removed from play.|Datasheet||
000003783|1|||Siege Bombardment|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after this unit has shot, select one enemy unit hit by one or more of those attacks. That enemy unit must take a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a>.|Datasheet||
000003784|1|000008339||||Core|D6|
000003784|2|||Targeting Coordinates|While this model is being affected by an <span class="tooltip00412" data-tooltip-content="#tooltip_content00412"><span class="tt kwbu">Order</span></span>, each time it makes an attack with its Praetor launcher, it does not suffer the penalty to the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> for attacking a unit that is not visible to it.|Datasheet||
000003785|1|||Powerful Volley|While this unit is being affected by an Order, provided it Remained Stationary this turn, <a href="/wh40k10ed/the-rules/core-rules/#Heavy">Heavy weapons</a> equipped by models in this unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lethal-Hits">[LETHAL HITS]</a></span> ability.|Datasheet||
000003786|1|000008339||||Core|D6+2|
000003786|2|||Close-range Devastation|Each time this model makes a ranged attack with its Stormblade plasma blastgun that targets a unit within half range, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000003786|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003787|1|000008339||||Core|1|
000003787|2|||Sentry Programming|You can target this unit with the <a href="/wh40k10ed/the-rules/test_/#Стратегема">Fire Overwatch</a> Stratagem for 0CP, and can do so even if you have already used that Stratagem on a different unit this phase.|Datasheet||
000003788|1|000008339||||Core|D3|
000003788|2|||Support Vehicle|In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, select one friendly <span class="tooltip00418" data-tooltip-content="#tooltip_content00418" data-tooltip-anchor="#tooltip_content00418"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">VEHICLE</span></span> model within 3" of this model. That <span class="kwb">VEHICLE</span> model regains up to D3 lost wounds and, until the start of your next Command phase, each time that <span class="kwb">VEHICLE</span> model makes an attack, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1. The same <span class="kwb">VEHICLE</span> model cannot be selected for both this ability and the <span class="tooltip" title="Keyword does not appear in that faction."><s class="kwbs">REGIMENTAL ENGINSEER’S</s></span> Omnissiah’s Blessing ability in the same turn, and each model can only be selected for this ability once per Command phase.|Datasheet||
000003788|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003789|1|000008339||||Core|D6+2|
000003789|2|||Power Overload|Each time this model makes an attack that targets a <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, you can re-roll the Damage roll.|Datasheet||
000003789|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003790|1|000008339||||Core|D6+2|
000003790|2|||Rolling Fortress|Each time a ranged attack is allocated to an <span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> model from your army, if that model is not fully visible to every model in the attacking unit because of this <span class="kwb">ARKURIAN</span> <span class="kwb">STORMHAMMER</span> model, that model has the <a href="/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover">Benefit of Cover</a> against that attack.|Datasheet||
000003790|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003791|1|000008339||||Core|D3|
000003791|2|||Pinning Bombardment|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after this model has shot, if one or more of those attacks made with its Medusa siege cannon scored a hit against an enemy <span class="kwb">INFANTRY</span> unit, that unit must take a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a>.|Datasheet||
000003791|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003792|1|000008339||||Core|D3|
000003792|2|||Recovery Vehicle|At the end of your <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, you can select one friendly <span class="tooltip00418" data-tooltip-content="#tooltip_content00418" data-tooltip-anchor="#tooltip_content00418"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">VEHICLE</span></span> model within 3" of this model. That <span class="kwb">VEHICLE</span> model regains up to D3 lost wounds. Each model can only be selected for this ability once per turn.|Datasheet||
000003792|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003793|1|000008339||||Core|1|
000003793|2|||Blistering Advance|Units can <a href="/wh40k10ed/the-rules/core-rules/#Disembark">disembark</a> from this <span class="kwb">TRANSPORT</span> after it has <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advanced</a>. Units that do so count as having made a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a> that phase, and cannot <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in the same turn, but can otherwise act normally in the remainder of the turn.|Datasheet||
000003793|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003794|1|||Vox-caster|Each time you target the bearer’s unit with a <a href="/wh40k10ed/the-rules/core-rules/#Stratagems">Stratagem</a>, roll one D6, adding 1 to the result if there are one or more friendly <span class="tooltip00267" data-tooltip-content="#tooltip_content00267" data-tooltip-anchor="#tooltip_content00267"><span class="kwb">OFFICER</span></span> models within 6": on a 5+, you gain 1CP.|Wargear||
000003794|2|||Primed and Ready|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, you can select one unit from your army with this ability as the target of the <a href="/wh40k10ed/the-rules/test_/#Стратегема">Grenade</a> Stratagem for 0CP, provided that unit has not already been the target of that Stratagem this phase. This can allow you to use the Grenade Stratagem for a second time this phase.|Datasheet||
000003794|3|||GRENADIER SQUAD|If a model from your army with the <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Leader</a> ability can be attached to a <a class="kwbOne" href="/wh40k10ed/factions/astra-militarum/Death-Korps-Of-Krieg"><span class="kwb kwbo">DEATH</span> <span class="kwb kwbo">KORPS</span> <span class="kwb2 kwbo">OF</span> <span class="kwb kwbo">KRIEG</span></a> unit, it can be attached to this unit instead.|Special (правая колонка)||
000003795|1|000008339||||Core|D6+2|
000003795|2|||Pinning Bombardment|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after this model has shot, if one or more of those attacks made with its Dominus triple bombard scored a hit against an enemy <span class="kwb">INFANTRY</span> unit, that unit must take a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a>.|Datasheet||
000003795|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003796|1|000008339||||Core|1|
000003796|2|000008343||||Core||
000003796|3|||Meteoric Descent|When this model is set up on the battlefield using the <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Deep Strike</a> ability, it can perform a meteoric descent. If it does, this model can be set up anywhere on the battlefield that is more than 3" horizontally away from all enemy units, but until the end of the turn, it is not eligible to <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a>.|Datasheet||
000003796|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003797|1|000008343||||Core||
000003797|2|||Mark the Target|Each time this unit Remains Stationary, until the start of your next <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, ranged weapons equipped by models in this unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Devastating-Wounds">[DEVASTATING WOUNDS]</a></span> ability.|Datasheet||
000003797|3|||SNIPER TEAMS|For the purposes of <a href="/wh40k10ed/the-rules/core-rules/#Embark">embarking</a> within <span class="kwb">TRANSPORTS</span>, each Elysian Sniper Team model counts as one Heavy Weapons Team model.|Special (правая колонка)||
000003798|1|000008339||||Core|D6+2|
000003798|2|||Mount Up!|At the end of your opponent’s <a href="/wh40k10ed/the-rules/core-rules/#MOVEMENT-PHASE">Movement phase</a>, if there are no models currently <a href="/wh40k10ed/the-rules/core-rules/#Embark">embarked</a> within this <span class="kwb">TRANSPORT</span>, you can select one friendly <span class="tooltip00298" data-tooltip-content="#tooltip_content00298" data-tooltip-anchor="#tooltip_content00298"><span class="kwb">ASTRA</span> <span class="kwb">MILITARUM</span> <span class="kwb">INFANTRY</span></span> unit (excluding <span class="tooltip00300" data-tooltip-content="#tooltip_content00300" data-tooltip-anchor="#tooltip_content00300"><span class="kwb">ARTILLERY</span></span> units) that is wholly within 6" of this <span class="kwb">TRANSPORT</span>. Unless that unit is within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of one or more enemy units, it can embark within this <span class="kwb">TRANSPORT</span>.|Datasheet||
000003798|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003799|1|000008339||||Core|D3|
000003799|2|||Suppression Bombardment|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after this model has shot, select one enemy unit (excluding <span class="kwb">MONSTER</span> and <span class="kwb">VEHICLE</span> units) hit by one or more of those attacks made with this model’s Griffon heavy mortar. Unit the start of your next turn, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000003800|1|||Rearm, Reload, Fire|While this model is being affected by an <span class="tooltip00412" data-tooltip-content="#tooltip_content00412"><span class="tt kwbu">Order</span></span>, provided it Remained Stationary this turn, ranged weapons equipped by this model have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 1]</a></span> ability.|Datasheet||
000003800|2|||ARTILLERY TEAM|<b>Designer’s Note:</b> <i>Place three Crew tokens next to this model when it is first set up, removing one each time this model loses a wound (the Heavy Mortar Team model itself is considered to represent its final wound).</i>|Special (правая колонка)||
000003801|1|||Suppression Bombardment|In your <a href="/wh40k10ed/the-rules/core-rules/#SHOOTING-PHASE">Shooting phase</a>, after this model has shot, select one enemy unit (excluding <span class="kwb">MONSTER</span> and <span class="kwb">VEHICLE</span> units) hit by one or more of those attacks. Unit the start of your next turn, that enemy unit is suppressed. While a unit is suppressed, each time a model in that unit makes an attack, subtract 1 from the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a>.|Datasheet||
000003801|2|||ARTILLERY TEAM|<b>Designer’s Note:</b> <i>Place three Crew tokens next to this model when it is first set up, removing one each time this model loses a wound (the Heavy Quad Launcher Team model itself is considered to represent its final wound).</i>|Special (правая колонка)||
000003802|1|000008339||||Core|D6+2|
000003802|2|||Overwhelming Short-range Firepower|Each time this model makes an attack that targets the closest eligible enemy unit, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1 and re-roll a <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a> or 1.|Datasheet||
000003802|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003803|1|000008339||||Core|D6|
000003803|2|||Armoured Frontis|Each time an attack is allocated to this model, subtract 1 from the Damage characteristic of that attack.|Datasheet||
000003804|1|000008344||||Core|6"|
000003804|2|||Desert Riders|You can ignore any or all modifiers to this unit’s Move characteristic and to <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance</a> and <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge rolls</a> made for it. In addition, this unit is eligible to shoot and <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in a turn in which it <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fell Back</a>.|Datasheet||
000003805|1|000008339||||Core|D3|
000003805|2|||Auspex Surveyor|Each time this model has shot, select one enemy unit hit by one or more of those attacks. Until the end of the phase, that unit cannot have the <a href="/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover">Benefit of Cover</a>.|Datasheet||
000003805|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003806|1|000008339||||Core|D3|
000003806|2|000008344||||Core|9"|
000003806|3|||Outflank|When this model arrives from <a href="/wh40k10ed/the-rules/core-rules/#Strategic-Reserves">Strategic Reserves</a>, it can be set up within your opponent’s deployment zone (all other restrictions still apply).|Datasheet||
000003806|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003807|1|000008339||||Core|1|
000003807|2|||Powerlifter Charge|Each time this model ends a <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge move</a>, select one enemy unit within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of it and roll one D6: on a 2-5, that enemy unit suffers D3 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wounds</a>; on a 6, that enemy unit suffers 3 mortal wounds.|Datasheet||
000003808|1|000008339||||Core|D3|
000003808|2|||Tank Hunter|Each time this model makes a ranged attack that targets a <span class="kwb">VEHICLE</span> unit, add 1 to the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|Datasheet||
000003808|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003809|1|000008339||||Core|1|
000003809|2|000008344||||Core|9"|
000003809|3|||Turbo-boost|Each time this model Advances, do not make an <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance roll</a> for it. Instead, until the end of the phase, add 6" to the Move characteristic of this model.|Datasheet||
000003809|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003810|1|000008339||||Core|1|
000003810|2|||Mobile Hunter-killer|Each time this model makes an attack that targets a <span class="kwb">MONSTER</span> or <span class="kwb">VEHICLE</span> unit, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|Datasheet||
000003810|3|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003811|1|000008338||||Core|6+|
000003811|2|000008336||||Core||
000003811|3|000008466||||Faction||
000003811|4|||Instrument of the Emperor’s Wrath|Once per battle, at the start of the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, this model can use this ability. If it does, until the end of the phase, add 3 to the Attacks characteristic of melee weapons equipped by this model and those weapons have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Devastating-Wounds">[DEVASTATING WOUNDS]</a></span> ability.|Datasheet||
000003811|5|||Daemonbreaker|Each time this model makes an attack that targets a <span class="kwb">DAEMON</span> unit, you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> and you can re-roll the <a href="/wh40k10ed/the-rules/core-rules/#2.-Wound-Roll">Wound roll</a>.|Datasheet||
000003812|1|000008346||||Core||
000003812|2|000008452||||Faction||
000003812|3|||Holy Hatred|While this model is leading a unit, melee weapons equipped by models in that unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Sustained-Hits">[SUSTAINED HITS 1]</a></span> ability.|Datasheet||
000003812|4|||Zealot|Once per battle, in the <a href="/wh40k10ed/the-rules/core-rules/#FIGHT-PHASE">Fight phase</a>, this model can use this ability. If it does, until the end of the phase, improve the Strength and Attacks characteristics of melee weapons equipped by this model by 3.|Datasheet||
000003813|1|000008343||||Core||
000003813|2|000008452||||Faction||
000003813|3|||Hammerhand (Psychic)|Each time a model in this unit makes a <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge move</a>, until the end of the turn, melee weapons equipped by models in this unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lethal-Hits">[LETHAL HITS]</a></span> ability.|Datasheet||
000003813|4|||Ancient’s Banner|Add 1 to the Objective Control characteristic of models in the bearer’s unit.|Wargear||
000003813|5|||Narthecium|In your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a>, you can return 1 destroyed model (excluding <span class="kwb">CHARACTERS</span>) to the bearer’s unit.|Wargear||
000003813|6|||Rites of Teleportation|If one or more <span class="tooltip00305" data-tooltip-content="#tooltip_content00305" data-tooltip-anchor="#tooltip_content00305"><span class="kwb">INQUISITOR</span></span> units are <a href="/wh40k10ed/the-rules/core-rules/#Attached-Units">attached</a> to this unit during the <a href="/wh40k10ed/the-rules/core-rules/#Declare-Battle-Formations">Declare Battle formations</a> step, models in those units have the <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Deep Strike</a> ability.|Special (правая колонка)||
000003814|1|000008338||||Core|6+|
000003814|2|000008346||||Core||
000003814|3|000008452||||Faction||
000003814|4|||Tactical Instinct|While this model is leading a unit, weapons equipped by models in that unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Lethal-Hits">[LETHAL HITS]</a></span> ability.|Datasheet||
000003814|5|||Unstoppable Champion|The first time this model is <a href="/wh40k10ed/the-rules/core-rules/#Destroyed">destroyed</a>, roll one D6 at the end of the phase. On a 2+, set this model back up on the battlefield, as close as possible to where it was destroyed and not within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of any enemy units, with 1 wound remaining.|Datasheet||
000003815|1|000008346||||Core||
000003815|2|000008452||||Faction||
000003815|3|||Strategic Knowledge|While this model is leading a unit, that unit is eligible to shoot and <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in a turn in which it <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advanced</a> or <a href="/wh40k10ed/the-rules/core-rules/#Fall-Back-Moves">Fell Back</a>.|Datasheet||
000003815|4|||Rites of Battle|Once per <a href="/wh40k10ed/the-rules/core-rules/#The-Battle-Round">battle round</a>, one unit from your army with this ability can use it when its unit is targeted with a <a href="/wh40k10ed/the-rules/core-rules/#Stratagems">Stratagem</a>. If it does, reduce the CP cost of that use of that Stratagem by 1CP.|Datasheet||
000003816|1|000008452||||Faction||
000003816|2|||Death to the Alien|Each time a model in this unit makes an attack, re-roll a <a href="/wh40k10ed/the-rules/core-rules/#1.-Hit-Roll">Hit roll</a> of 1. If the target of that attack does not have the <span class="kwb">IMPERIUM</span> or <span class="kwb">CHAOS</span> <a href="/wh40k10ed/the-rules/core-rules/#Keywords">keywords</a>, you can re-roll the Hit roll instead.|Datasheet||
000003816|3|||Astartes Shield|The bearer has a 4+ <a href="/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|Wargear||
000003817|1|000008339||||Core|D6|
000003817|2|000008342||||Core||
000003817|3|000008337||||Core||
000003817|4|000008452||||Faction||
000003817|5|||Blackstar Cluster Launcher|Each time this model ends a <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Normal move</a>, you can select one enemy unit it moved over during that move and roll six D6: for each 5+, that unit suffers 1 <a href="/wh40k10ed/the-rules/core-rules/#Mortal-Wounds">mortal wound</a>.|Datasheet||
000003817|6|||Auspex Array|Ranged weapons equipped by the bearer have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Ignores-Cover">[IGNORES COVER]</a></span> ability.|Wargear||
000003817|7|||Infernum Halo-launcher|The bearer has the <a href="/wh40k10ed/the-rules/test_/#Стратегема">Smoke</a> keyword.|Wargear||
000003818|1|000008452||||Faction||
000003818|2|||Defenders of the Faith|If you control an <a href="/wh40k10ed/the-rules/core-rules/#Objective-Markers">objective marker</a> at the end of your <a href="/wh40k10ed/the-rules/core-rules/#COMMAND-PHASE">Command phase</a> and this unit is within range of that objective marker, that objective marker remains under your control, even if you have no models within range of it, until your opponent controls it at the start or end of any turn.|Datasheet||
000003818|3|||Incensor Cherub|Once per battle, you can target this unit with the <a href="/wh40k10ed/the-rules/test_/#Стратегема">Command Re-roll</a> Stratagem for 0CP, and can do so even if you have already targeted a different unit with that Stratagem this phase.<br><br><b>Designer’s Note:</b> <i>Place an Incensor Cherub token next to the unit, removing it once this ability has been used.</i>|Datasheet||
000003818|4|||Simulacrum Imperials|Improve the Leadership characteristic of models in the bearer’s unit by 1.|Wargear||
000003819|1|000008339||||Core|D3|
000003819|2|000008452||||Faction||
000003819|3|||Purge and Cleanse|Each time this model has shot, select one enemy unit hit by one or more of those attacks. Until the end of the phase, that enemy unit cannot have the <a href="/wh40k10ed/the-rules/core-rules/#Benefit-of-Cover">Benefit of Cover</a>.|Datasheet||
000003819|4|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003820|1|000008339||||Core|D3|
000003820|2|000008334||||Core|2|
000003820|3|000008452||||Faction||
000003820|4|||Rapid Deployment|Units can <a href="/wh40k10ed/the-rules/core-rules/#Disembark">disembark</a> from this <a href="/wh40k10ed/the-rules/core-rules/#Transports"><span class="kwb">TRANSPORT</span></a> after it has <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advanced</a>. Units that do so <a href="/wh40k10ed/the-rules/rules-commentary/#Charging">count as having made a Normal move</a> that phase, and cannot <a href="/wh40k10ed/the-rules/core-rules/#CHARGE-PHASE">declare a charge</a> in the same turn, but can otherwise act normally.|Datasheet||
000003820|5|||One Shot|The bearer can only shoot with this weapon once per battle.|Wargear profile||
000003821|1|000008343||||Core||
000003821|2|000008452||||Faction||
000003821|3|000008519||||Faction||
000003821|4|||Catechism of Death|While this unit contains Chaplain Cassius, melee weapons equipped by models in this unit have the <span class="kwb2 bluefont"><a href="/wh40k10ed/the-rules/core-rules/#Devastating-Wounds">[DEVASTATING WOUNDS]</a></span> ability.|Datasheet||
000003821|5|||Unflinching|You can re-roll <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock tests</a> for this unit.|Datasheet||
000003821|6|||Jump Pack|The bearer has a Move characteristic of 12" and can move over models and <a href="/wh40k10ed/the-rules/core-rules/#Terrain-Features-1">terrain</a> as if they were not there.|Wargear||
000003821|7|||Psychic Hood|Models in the bearer’s unit have the <span class="tooltip00007" data-tooltip-content="#tooltip_content00007"><span class="tt kwbu">Feel</span> <span class="tt kwbu">No</span> <span class="tt kwbu">Pain</span> <span class="tt kwbu">4+</span></span> ability against <a href="/wh40k10ed/the-rules/core-rules/#Psychic-Weapons-and-Abilities">Psychic Attacks</a>.|Wargear||
000003821|8|||CASSIUS|Your army cannot contain both <a href="/wh40k10ed/factions/space-marines/Chaplain-Cassius">Chaplain Cassius</a> and <span class="kwb">KILL</span> <span class="kwb">TEAM</span> <span class="kwb">CASSIUS</span>.|Special (правая колонка)||
000003822|1|000008343||||Core||
000003822|2|000008452||||Faction||
000003822|3|||Terminatus Assault|Each time this unit ends a <a href="/wh40k10ed/the-rules/core-rules/#Charging-with-a-Unit">Charge move</a>, each enemy unit within <a href="/wh40k10ed/the-rules/core-rules/#Engagement-Range">Engagement Range</a> of this unit must take a <a href="/wh40k10ed/the-rules/core-rules/#2.-Battle-shock">Battle-shock test</a>.|Datasheet||
000003822|4|||Teleport Homer|At the start of the battle, you can set up one Teleport Homer token for this unit anywhere on the battlefield that is not in your opponent’s deployment zone. If you do, once per battle, you can target this unit with the <a href="/wh40k10ed/the-rules/test_/#Стратегема">Rapid Ingress</a> Stratagem for 0CP, but when resolving that Stratagem, you must set this unit up within 3" of that token and not within 9" of any enemy models. That token is then removed.|Datasheet||
000003822|5|||Storm Shield|The bearer has a Wounds characteristic of 4.|Wargear||
000003822|6|||ATTACHED UNIT|If a <span class="tooltip01021" data-tooltip-content="#tooltip_content01021" data-tooltip-anchor="#tooltip_content01021"><span class="kwb">CHARACTER</span></span> from your army with the <a href="/wh40k10ed/the-rules/core-rules/#Normal-Moves">Leader</a> ability can be <a href="/wh40k10ed/the-rules/core-rules/#Attached-Units">attached</a> to a <span class="tooltip00481" data-tooltip-content="#tooltip_content00481" data-tooltip-anchor="#tooltip_content00481"><span class="kwb">DEATHWATCH</span> <span class="kwb">KILL</span> <span class="kwb">TEAM</span></span>, it can be attached to this unit instead.|Special (правая колонка)||
000003823|1|000008452||||Faction||
000003823|2|||Turbo-boost|Each time this unit <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advances</a>, do not make an <a href="/wh40k10ed/the-rules/core-rules/#Advance-Moves">Advance roll</a> for it. Instead, until the end of the phase, add 6" to the Move characteristic of models in this unit.|Datasheet||
000003823|3|||Astartes Shield|The bearer has a 4+ <a href="/wh40k10ed/the-rules/core-rules/#Invulnerable-Saves">invulnerable save</a>.|Wargear||
000003824|1|000008519||||Faction||
