datasheet_id|line|button|description|
000002804|2|•|This model’s bolt pistol and boltgun can be replaced with two different weapons from the following list:*<ul style="list-style-type:circle"><li>1 bolt pistol</li><li>1 boltgun</li><li>1 combi-weapon</li><li>1 plasma pistol</li><li>1 storm bolter</li><li>1 Astartes chainsword</li><li>1 power fist</li><li>1 power weapon</li><li>1 thunder hammer</li><li>1 storm shield</li></ul>|
000002804|3|*|*  This model can only be equipped with two ranged weapons if one of them is a Pistol (and it can only have one Pistol).|
000002805|1|•|None|
000002806|1|•|None|
000002807|1|•|This model can be equipped with up to three of the following (but cannot be equipped with duplicates of the same weapon):<ul style="list-style-type:circle"><li>1 Castellum air defence missiles</li><li>1 multi-melta</li><li>1 twin assault cannon</li><li>1 twin heavy bolter</li><li>1 twin heavy flamer</li><li>1 twin lascannon</li></ul>|
000002807|2|•|This model can be equipped with up to two of the following (but cannot be equipped with duplicates of the same weapon):<ul style="list-style-type:circle"><li>1 Castellum air defence missiles</li><li>1 Castellum battle cannon</li><li>1 Castellum Icarus quad lascannon</li><li>1 multi-melta</li><li>1 twin heavy bolter</li><li>1 twin assault cannon</li><li>1 twin heavy flamer</li><li>1 twin lascannon</li><li>1 Whirlwind castellan launcher</li><li>Comms antenna</li></ul>|
000002808|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 comms antenna</li><li>1 Icarus lascannon</li><li>1 quad-gun</li></ul>|
000002809|1|•|None|
000002810|1|•|None|
000002811|1|•|This unit’s quad-gun can be replaced with 1 Icarus lascannon.|
000003582|1|•|The Khorne Berzerker Champion’s bolt pistol can be replaced with 1 plasma pistol.|
000003582|2|•|For every 5 models in this unit, 1 Khorne Berzerker’s bolt pistol can be replaced with 1 plasma pistol.|
000003582|3|•|For every 5 models in this unit, 1 Khorne Berzerker’s Berzerker chainblade can be replaced with 1 Khornate eviscerator.|
000003582|4|•|1 model can be equipped with 1 icon of Khorne.|
000003583|1|•|The Aspiring Sorcerer’s inferno bolt pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 plasma pistol</li><li>1 warpflame pistol</li></ul>|
000003583|2|•|Any number of Rubric Marines can each have their inferno boltgun replaced with 1 warpflamer.|
000003583|3|•|1 Rubric Marine’s inferno boltgun can be replaced with 1 soulreaper cannon.|
000003583|4|•|1 Rubric Marine can be equipped with 1 icon of flame.|
000003584|1|•|The Plague Champion’s plague boltgun can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 plague bolt pistol</li><li>1 plasma gun</li><li>1 plasma pistol</li></ul>|
000003584|2|•|The Plague Champion’s plague knives can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 bubotic weapons</li><li>1 heavy plague weapon</li></ul>|
000003584|3|•|For every 5 models in this unit, 1 Plague Marine’s plague boltgun can be replaced with 1 blight launcher.|
000003584|4|•|For every 5 models in this unit, 1 Plague Marine’s plague boltgun can be replaced with 1 plague spewer.|
000003584|5|•|For every 5 models in this unit, 1 Plague Marine’s plague boltgun can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 meltagun</li><li>1 plague belcher</li><li>1 plasma gun</li></ul>|
000003584|6|•|For every 5 models in this unit, up to 2 Plague Marines can each have their plague boltgun replaced with 1 bubotic weapons.|
000003584|7|•|For every 5 models in this unit, up to 2 Plague Marines can each have their plague boltgun replaced with 1 heavy plague weapon.|
000003585|1|•|This model’s Thunderhawk heavy cannon can be replaced with 1 turbo-laser destructor.|
000003585|2|•|This model’s Thunderhawk cluster bombs can be replaced with 1 hellstrike missile battery|
000003586|1|•|None|
000003587|1|•|This model’s impaler harpoon and slaughter blade can be replaced with 1 twin slaughter blade.|
000003588|1|•|This model’s Thunderhawk heavy cannon can be replaced with 1 turbo-laser destructor.|
000003588|2|•|This model’s Thunderhawk cluster bombs can be replaced with 1 hellstrike missile battery|
000003589|1|•|None|
000003590|1|•|None|
000003591|1|•|This model’s Thunderhawk heavy cannon can be replaced with 1 turbo-laser destructor.|
000003591|2|•|This model’s Thunderhawk cluster bombs can be replaced with 1 hellstrike missile battery|
000003592|1|•|This model’s bolt pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 plasma pistol</li><li>1 combi-bolter</li><li>1 combi-weapon</li><li>1 accursed weapon</li><li>1 power fist</li></ul>|
000003592|2|•|This model’s Astartes chainsword can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 bolt pistol</li><li>1 plasma pistol</li><li>1 accursed weapon</li><li>1 power fist</li></ul>|
000003592|3|•|This model’s bolt pistol and Astartes chainsword can be replaced with 1 paired accursed weapons.|
000003593|1|•|None|
000003594|1|•|This model’s 2 twin autocannons can be replaced with 2 twin lascannons.|
000003595|1|•|This model’s autocannon can be replaced with 1 havoc launcher.|
000003596|1|•|None|
000003597|1|•|This model’s bolt pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 plasma pistol</li><li>1 combi-bolter</li><li>1 combi-weapon</li><li>1 accursed weapon</li><li>1 power fist</li></ul>|
000003597|2|•|This model’s Astartes chainsword can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 bolt pistol</li><li>1 plasma pistol</li><li>1 accursed weapon</li><li>1 power fist</li></ul>|
000003597|3|•|This model’s bolt pistol and Astartes chainsword can be replaced with 1 paired accursed weapons.|
000003598|1|•|This model’s 2 twin autocannons can be replaced with 2 twin lascannons.|
000003599|1|•|This model’s autocannon can be replaced with 1 havoc launcher.|
000003600|1|•|This model’s bolt pistol can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 plasma pistol</li><li>1 combi-bolter</li><li>1 combi-weapon</li><li>1 accursed weapon</li><li>1 Astartes chainsword</li><li>1 power fist</li></ul>|
000003601|1|•|This model’s 2 twin autocannons can be replaced with 2 twin lascannons.|
000003602|1|•|This model’s autocannon can be replaced with 1 havoc launcher.|
000003603|1|•|This model’s 2 combi-bolters can be replaced with one of the following<ul style="list-style-type:circle"><li>2 heavy flamers</li><li>2 twin volkite chargers</li></ul>|
000003604|1|•|This model’s 2 combi-bolters can be replaced with one of the following<ul style="list-style-type:circle"><li>2 heavy flamers</li><li>2 twin volkite chargers</li></ul>|
000003605|1|•|This model’s 2 combi-bolters can be replaced with one of the following<ul style="list-style-type:circle"><li>2 heavy flamers</li><li>2 twin volkite chargers</li></ul>|
000003606|1|•|This model’s 2 combi-bolters can be replaced with one of the following<ul style="list-style-type:circle"><li>2 heavy flamers</li><li>2 twin volkite chargers</li></ul>|
000003607|1|•|This model’s 2 twin volkite culverins can be replaced with 2 twin multi-melta|
000003607|2|•|This model can be equipped with 1 hunter-killer missile.|
000003607|3|•|This model can be equipped with 1 storm bolter.|
000003608|1|•|This model’s 2 twin volkite culverins can be replaced with 2 twin multi-melta|
000003608|2|•|This model can be equipped with 1 hunter-killer missile.|
000003608|3|•|This model can be equipped with 1 storm bolter.|
000003609|1|•|This model’s 2 twin volkite culverins can be replaced with 2 twin multi-melta|
000003609|2|•|This model can be equipped with 1 hunter-killer missile.|
000003609|3|•|This model can be equipped with 1 storm bolter.|
000003610|1|•|This model’s 2 twin volkite culverins can be replaced with 2 twin multi-melta|
000003610|2|•|This model can be equipped with 1 hunter-killer missile.|
000003610|3|•|This model can be equipped with 1 storm bolter.|
000003611|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 multi-melta</li><li>1 twin heavy bolter</li><li>1 twin heavy flamer</li></ul>|
000003611|2|•|This model can be equipped with 1 hunter-killer missile.|
000003611|3|•|This model can be equipped with 1 storm bolter.|
000003611|4|•|This model can be equipped with 1 explorator augury web.|
000003612|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 multi-melta</li><li>1 twin heavy bolter</li><li>1 twin heavy flamer</li></ul>|
000003612|2|•|This model can be equipped with 1 hunter-killer missile.|
000003612|3|•|This model can be equipped with 1 storm bolter.|
000003612|4|•|This model can be equipped with 1 explorator augury web.|
000003613|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 multi-melta</li><li>1 twin heavy bolter</li><li>1 twin heavy flamer</li></ul>|
000003613|2|•|This model can be equipped with 1 hunter-killer missile.|
000003613|3|•|This model can be equipped with 1 storm bolter.|
000003613|4|•|This model can be equipped with 1 explorator augury web.|
000003614|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 multi-melta</li><li>1 twin heavy bolter</li><li>1 twin heavy flamer</li></ul>|
000003614|2|•|This model can be equipped with 1 hunter-killer missile.|
000003614|3|•|This model can be equipped with 1 storm bolter.|
000003614|4|•|This model can be equipped with 1 explorator augury web.|
000003615|1|•|This model’s 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons|
000003615|2|•|This model’s 2 twin autocannons can be replaced with 2 quad heavy bolters.|
000003616|1|•|This model’s 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons|
000003616|2|•|This model’s 2 twin autocannons can be replaced with 2 quad heavy bolters.|
000003617|1|•|This model’s 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons|
000003617|2|•|This model’s 2 twin autocannons can be replaced with 2 quad heavy bolters.|
000003618|1|•|This model’s 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons|
000003618|2|•|This model’s 2 twin autocannons can be replaced with 2 quad heavy bolters.|
000003619|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000003619|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000003619|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003620|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000003620|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000003620|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003621|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000003621|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000003621|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003622|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000003622|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000003622|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003623|1|•|This model’s anvilus autocannon battery can be replaced with one of the following<ul style="list-style-type:circle"><li>1 arachnus heavy lascannon battery</li><li>1 hellfire plasma carronade</li><li>1 volkite falconet battery</li></ul>|
000003623|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.|
000003623|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 aiolos missile launcher</li><li>1 boreas air defence missiles</li></ul>|
000003624|1|•|This model’s anvilus autocannon battery can be replaced with one of the following<ul style="list-style-type:circle"><li>1 arachnus heavy lascannon battery</li><li>1 hellfire plasma carronade</li><li>1 volkite falconet battery</li></ul>|
000003624|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.|
000003624|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 aiolos missile launcher</li><li>1 boreas air defence missiles</li></ul>|
000003625|1|•|This model’s anvilus autocannon battery can be replaced with one of the following<ul style="list-style-type:circle"><li>1 arachnus heavy lascannon battery</li><li>1 hellfire plasma carronade</li><li>1 volkite falconet battery</li></ul>|
000003625|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.|
000003625|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 aiolos missile launcher</li><li>1 boreas air defence missiles</li></ul>|
000003626|1|•|This model’s anvilus autocannon battery can be replaced with one of the following<ul style="list-style-type:circle"><li>1 arachnus heavy lascannon battery</li><li>1 hellfire plasma carronade</li><li>1 volkite falconet battery</li></ul>|
000003626|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer.|
000003626|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 aiolos missile launcher</li><li>1 boreas air defence missiles</li></ul>|
000003627|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003627|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003628|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003628|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003629|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003629|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003630|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003630|2|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003631|1|•|This model’s Kratos battle cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 melta blast-gun</li><li>1 volkite cardanelle</li></ul>|
000003631|2|•|2 of this model’s heavy bolters can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 autocannons</li><li>2 lascannons</li><li>2 volkite calivers</li></ul>|
000003631|3|•|2 of this model’s heavy bolters can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 heavy flamers</li><li>2 lascannons</li><li>2 volkite culverins </li></ul>|
000003631|4|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 combi-weapon</li><li>1 havoc launcher</li><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 twin boltgun</li></ul>|
000003631|5|•|This model can be equipped with 1 hunter killer missile    |
000003632|1|•|This model’s Kratos battle cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 melta blast-gun</li><li>1 volkite cardanelle</li></ul>|
000003632|2|•|2 of this model’s heavy bolters can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 autocannons</li><li>2 lascannons</li><li>2 volkite calivers</li></ul>|
000003632|3|•|2 of this model’s heavy bolters can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 heavy flamers</li><li>2 lascannons</li><li>2 volkite culverins </li></ul>|
000003632|4|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 combi-weapon</li><li>1 havoc launcher</li><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 twin boltgun</li></ul>|
000003632|5|•|This model can be equipped with 1 hunter killer missile    |
000003633|1|•|This model’s Kratos battle cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 melta blast-gun</li><li>1 volkite cardanelle</li></ul>|
000003633|2|•|2 of this model’s heavy bolters can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 autocannons</li><li>2 lascannons</li><li>2 volkite calivers</li></ul>|
000003633|3|•|2 of this model’s heavy bolters can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 heavy flamers</li><li>2 lascannons</li><li>2 volkite culverins </li></ul>|
000003633|4|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 combi-weapon</li><li>1 havoc launcher</li><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 twin boltgun</li></ul>|
000003633|5|•|This model can be equipped with 1 hunter killer missile    |
000003634|1|•|This model’s Kratos battle cannon can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 melta blast-gun</li><li>1 volkite cardanelle</li></ul>|
000003634|2|•|2 of this model’s heavy bolters can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 autocannons</li><li>2 lascannons</li><li>2 volkite calivers</li></ul>|
000003634|3|•|2 of this model’s heavy bolters can be replaced with one of the following:<ul style="list-style-type:circle"><li>2 heavy flamers</li><li>2 lascannons</li><li>2 volkite culverins </li></ul>|
000003634|4|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 combi-weapon</li><li>1 havoc launcher</li><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 twin boltgun</li></ul>|
000003634|5|•|This model can be equipped with 1 hunter killer missile    |
000003635|1|•|None|
000003636|1|•|None|
000003637|1|•|None|
000003638|1|•|None|
000003639|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003639|2|•|This model can be equipped with 1 hunter-killer missile.|
000003639|3|•|This model can be equipped with 1 storm bolter.|
000003640|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003640|2|•|This model can be equipped with 1 hunter-killer missile.|
000003640|3|•|This model can be equipped with 1 storm bolter.|
000003641|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003641|2|•|This model can be equipped with 1 hunter-killer missile.|
000003641|3|•|This model can be equipped with 1 storm bolter.|
000003642|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003642|2|•|This model can be equipped with 1 hunter-killer missile.|
000003642|3|•|This model can be equipped with 1 storm bolter.|
000003643|1|•|This model’s 2 heavy flamers can be replaced with one of the following<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li><li>2 volkite culverins</li></ul>|
000003643|2|•|This model’s 2 lascannons can be replaced with on of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 volkite culverins</li></ul>|
000003644|1|•|This model’s 2 heavy flamers can be replaced with one of the following<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li><li>2 volkite culverins</li></ul>|
000003644|2|•|This model’s 2 lascannons can be replaced with on of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 volkite culverins</li></ul>|
000003645|1|•|This model’s 2 heavy flamers can be replaced with one of the following<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li><li>2 volkite culverins</li></ul>|
000003645|2|•|This model’s 2 lascannons can be replaced with on of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 volkite culverins</li></ul>|
000003646|1|•|This model’s 2 heavy flamers can be replaced with one of the following<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li><li>2 volkite culverins</li></ul>|
000003646|2|•|This model’s 2 lascannons can be replaced with on of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 heavy flamers</li><li>2 volkite culverins</li></ul>|
000003647|1|•|Each of this model’s grav-flux bombards can be replaced with one of the following<ul style="list-style-type:circle"><li>1 cyclonic melta lance</li><li>1 storm cannon</li><li>1 meltagun and 1 Leviathan siege claw</li><li>1 meltagun and 1 Leviathan siege drill</li></ul>|
000003647|2|•|This model’s 2 heavy flamers can be replaced with 2 twin volkite calivers.|
000003647|3|•|This model can be equipped with 3 hunter-killer missiles.|
000003648|1|•|Each of this model’s grav-flux bombards can be replaced with one of the following<ul style="list-style-type:circle"><li>1 cyclonic melta lance</li><li>1 storm cannon</li><li>1 meltagun and 1 Leviathan siege claw</li><li>1 meltagun and 1 Leviathan siege drill</li></ul>|
000003648|2|•|This model’s 2 heavy flamers can be replaced with 2 twin volkite calivers.|
000003648|3|•|This model can be equipped with 3 hunter-killer missiles.|
000003649|1|•|Each of this model’s grav-flux bombards can be replaced with one of the following<ul style="list-style-type:circle"><li>1 cyclonic melta lance</li><li>1 storm cannon</li><li>1 meltagun and 1 Leviathan siege claw</li><li>1 meltagun and 1 Leviathan siege drill</li></ul>|
000003649|2|•|This model’s 2 heavy flamers can be replaced with 2 twin volkite calivers.|
000003649|3|•|This model can be equipped with 3 hunter-killer missiles.|
000003650|1|•|Each of this model’s grav-flux bombards can be replaced with one of the following<ul style="list-style-type:circle"><li>1 cyclonic melta lance</li><li>1 storm cannon</li><li>1 meltagun and 1 Leviathan siege claw</li><li>1 meltagun and 1 Leviathan siege drill</li></ul>|
000003650|2|•|This model’s 2 heavy flamers can be replaced with 2 twin volkite calivers.|
000003650|3|•|This model can be equipped with 3 hunter-killer missiles.|
000003651|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000003651|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000003651|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003652|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000003652|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000003652|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003653|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000003653|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000003653|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003654|1|•|This model’s 2 quad lascannons can be replaced with 2 laser destroyers.|
000003654|2|•|This model’s twin heavy bolter can be replaced with 1 twin heavy flamer|
000003654|3|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>1 heavy bolter</li><li>1 heavy flamer</li><li>1 multi-melta</li><li>1 storm bolter</li></ul>|
000003655|1|•|Each of this model’s heavy plasma cannons can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 conversion beam cannon</li><li>1 kheres-pattern assault cannon</li><li>1 multi-melta</li><li>1 twin autocannon</li><li>1 twin heavy bolter</li><li>1 twin lascannon</li><li>1 twin volkite culverin</li><li>1 Dreadnought chainfist and 1 combi-bolter</li><li>1 Dreadnought combat weapon and 1 combi-bolter</li></ul>|
000003655|2|•|Each of this model’s combi-bolters can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 graviton blaster</li><li>1 heavy flamer</li><li>1 plasma blaster</li></ul>|
000003655|3|•|This model can be equipped with 1 cyclone missile launcher. |
000003656|1|•|Each of this model’s heavy plasma cannons can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 conversion beam cannon</li><li>1 kheres-pattern assault cannon</li><li>1 multi-melta</li><li>1 twin autocannon</li><li>1 twin heavy bolter</li><li>1 twin lascannon</li><li>1 twin volkite culverin</li><li>1 Dreadnought chainfist and 1 combi-bolter</li><li>1 Dreadnought combat weapon and 1 combi-bolter</li></ul>|
000003656|2|•|Each of this model’s combi-bolters can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 graviton blaster</li><li>1 heavy flamer</li><li>1 plasma blaster</li></ul>|
000003656|3|•|This model can be equipped with 1 cyclone missile launcher. |
000003657|1|•|Each of this model’s heavy plasma cannons can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 conversion beam cannon</li><li>1 kheres-pattern assault cannon</li><li>1 multi-melta</li><li>1 twin autocannon</li><li>1 twin heavy bolter</li><li>1 twin lascannon</li><li>1 twin volkite culverin</li><li>1 Dreadnought chainfist and 1 combi-bolter</li><li>1 Dreadnought combat weapon and 1 combi-bolter</li></ul>|
000003657|2|•|Each of this model’s combi-bolters can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 graviton blaster</li><li>1 heavy flamer</li><li>1 plasma blaster</li></ul>|
000003657|3|•|This model can be equipped with 1 cyclone missile launcher. |
000003658|1|•|Each of this model’s heavy plasma cannons can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 conversion beam cannon</li><li>1 kheres-pattern assault cannon</li><li>1 multi-melta</li><li>1 twin autocannon</li><li>1 twin heavy bolter</li><li>1 twin lascannon</li><li>1 twin volkite culverin</li><li>1 Dreadnought chainfist and 1 combi-bolter</li><li>1 Dreadnought combat weapon and 1 combi-bolter</li></ul>|
000003658|2|•|Each of this model’s combi-bolters can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 graviton blaster</li><li>1 heavy flamer</li><li>1 plasma blaster</li></ul>|
000003658|3|•|This model can be equipped with 1 cyclone missile launcher. |
000003659|1|•|This model can be equipped with 1 hunter-killer missile.|
000003659|2|•|This model can be equipped with 1 storm bolter.|
000003660|1|•|This model can be equipped with 1 hunter-killer missile.|
000003660|2|•|This model can be equipped with 1 storm bolter.|
000003661|1|•|This model can be equipped with 1 hunter-killer missile.|
000003661|2|•|This model can be equipped with 1 storm bolter.|
000003662|1|•|This model can be equipped with 1 hunter-killer missile.|
000003662|2|•|This model can be equipped with 1 storm bolter.|
000003663|1|•|None|
000003664|1|•|None|
000003665|1|•|None|
000003666|1|•|None|
000003667|1|•|This model’s quad heavy bolter can be replaced with one of the following<ul style="list-style-type:circle"><li>1 graviton cannon</li><li>1 laser destroyer</li><li>1 quad launcher</li></ul>|
000003668|1|•|This model’s quad heavy bolter can be replaced with one of the following<ul style="list-style-type:circle"><li>1 graviton cannon</li><li>1 laser destroyer</li><li>1 quad launcher</li></ul>|
000003669|1|•|This model’s quad heavy bolter can be replaced with one of the following<ul style="list-style-type:circle"><li>1 graviton cannon</li><li>1 laser destroyer</li><li>1 quad launcher</li></ul>|
000003670|1|•|This model’s quad heavy bolter can be replaced with one of the following<ul style="list-style-type:circle"><li>1 graviton cannon</li><li>1 laser destroyer</li><li>1 quad launcher</li></ul>|
000003671|1|•|This model’s twin heavy bolter can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin multi-melta</li><li>1 typhoon missile launcher</li></ul>|
000003671|2|•|This model’s 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons|
000003672|1|•|This model’s twin heavy bolter can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin multi-melta</li><li>1 typhoon missile launcher</li></ul>|
000003672|2|•|This model’s 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons|
000003673|1|•|This model’s twin heavy bolter can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin multi-melta</li><li>1 typhoon missile launcher</li></ul>|
000003673|2|•|This model’s 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons|
000003674|1|•|This model’s twin heavy bolter can be replaced with one of the following:<ul style="list-style-type:circle"><li>1 twin multi-melta</li><li>1 typhoon missile launcher</li></ul>|
000003674|2|•|This model’s 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons|
000003675|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003675|2|•|This model can be equipped with 1 hunter-killer missile.|
000003675|3|•|This model can be equipped with 1 storm bolter.|
000003676|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003676|2|•|This model can be equipped with 1 hunter-killer missile.|
000003676|3|•|This model can be equipped with 1 storm bolter.|
000003677|1|•|This model can be equipped with one of the following:<ul style="list-style-type:circle"><li>2 heavy bolters</li><li>2 lascannons</li></ul>|
000003677|2|•|This model can be equipped with 1 hunter-killer missile.|
